student_id,subject,exam,marks,max_marks
ST0009,Mathematics,Final,79,100
ST0009,Science,Midterm,71,100
ST0009,Science,Final,66,100
ST0009,English,Midterm,41,100
ST0009,English,Final,76,100
ST0009,Social Studies,Midterm,90,100
ST0009,Social Studies,Final,96,100
ST0009,Computer Science,Midterm,80,100
ST0009,Computer Science,Final,59,100
ST0010,Mathematics,Midterm,36,100
ST0010,Mathematics,Final,78,100
ST0010,Science,Midterm,98,100
ST0010,Science,Final,52,100
ST0010,English,Midterm,61,100
ST0010,English,Final,69,100
ST0010,Social Studies,Midterm,72,100
ST0010,Social Studies,Final,57,100
ST0010,Computer Science,Midterm,91,100
ST0010,Computer Science,Final,36,100
ST0011,Mathematics,Midterm,45,100
ST0011,Mathematics,Final,91,100
ST0011,Science,Midterm,60,100
ST0011,Science,Final,60,100
ST0011,English,Midterm,38,100
ST0011,English,Final,68,100
ST0011,Social Studies,Midterm,77,100
ST0011,Social Studies,Final,57,100
ST0011,Computer Science,Midterm,53,100
ST0011,Computer Science,Final,48,100
ST0012,Mathematics,Midterm,93,100
ST0012,Mathematics,Final,86,100
ST0012,Science,Midterm,50,100
ST0012,Science,Final,64,100
ST0012,English,Midterm,58,100
ST0012,English,Final,98,100
ST0012,Social Studies,Midterm,54,100
ST0012,Social Studies,Final,66,100
ST0012,Computer Science,Midterm,86,100
ST0012,Computer Science,Final,60,100
ST0013,Mathematics,Midterm,92,100
ST0013,Mathematics,Final,93,100
ST0013,Science,Midterm,69,100
ST0013,Science,Final,94,100
ST0013,English,Midterm,83,100
ST0013,English,Final,91,100
ST0013,Social Studies,Midterm,43,100
ST0013,Social Studies,Final,45,100
ST0013,Computer Science,Midterm,61,100
ST0013,Computer Science,Final,85,100
ST0014,Mathematics,Midterm,76,100
ST0014,Mathematics,Final,55,100
ST0014,Science,Midterm,74,100
ST0014,Science,Final,56,100
ST0014,English,Midterm,52,100
ST0014,English,Final,65,100
ST0014,Social Studies,Midterm,58,100
ST0014,Social Studies,Final,80,100
ST0014,Computer Science,Midterm,40,100
ST0014,Computer Science,Final,65,100
ST0015,Mathematics,Midterm,83,100
ST0015,Mathematics,Final,87,100
ST0015,Science,Midterm,91,100
ST0015,Science,Final,75,100
ST0015,English,Midterm,49,100
ST0015,English,Final,65,100
ST0015,Social Studies,Midterm,88,100
ST0015,Social Studies,Final,62,100
ST0015,Computer Science,Midterm,97,100
ST0015,Computer Science,Final,71,100
ST0016,Mathematics,Midterm,41,100
ST0016,Mathematics,Final,44,100
ST0016,Science,Midterm,90,100
ST0016,Science,Final,91,100
ST0016,English,Midterm,95,100
ST0016,English,Final,61,100
ST0016,Social Studies,Midterm,46,100
ST0016,Social Studies,Final,47,100
ST0016,Computer Science,Midterm,92,100
ST0016,Computer Science,Final,45,100
ST0017,Mathematics,Midterm,54,100
ST0017,Mathematics,Final,71,100
ST0017,Science,Midterm,83,100
ST0017,Science,Final,35,100
ST0017,English,Midterm,75,100
ST0017,English,Final,91,100
ST0017,Social Studies,Midterm,93,100
ST0017,Social Studies,Final,66,100
ST0017,Computer Science,Midterm,84,100
ST0017,Computer Science,Final,96,100
ST0018,Mathematics,Midterm,49,100
ST0018,Mathematics,Final,51,100
ST0018,Science,Midterm,82,100
ST0018,Science,Final,50,100
ST0018,English,Midterm,54,100
ST0018,English,Final,40,100
ST0018,Social Studies,Midterm,38,100
ST0018,Social Studies,Final,57,100
ST0018,Computer Science,Midterm,73,100
ST0018,Computer Science,Final,46,100
ST0019,Mathematics,Midterm,94,100
ST0019,Mathematics,Final,53,100
ST0019,Science,Midterm,64,100
ST0019,Science,Final,98,100
ST0019,English,Midterm,63,100
ST0019,English,Final,46,100
ST0019,Social Studies,Midterm,82,100
ST0019,Social Studies,Final,82,100
ST0019,Computer Science,Midterm,36,100
ST0019,Computer Science,Final,63,100
ST0020,Mathematics,Midterm,37,100
ST0020,Mathematics,Final,93,100
ST0020,Science,Midterm,93,100
ST0020,Science,Final,48,100
ST0020,English,Midterm,86,100
ST0020,English,Final,47,100
ST0020,Social Studies,Midterm,86,100
ST0020,Social Studies,Final,73,100
ST0020,Computer Science,Midterm,98,100
ST0020,Computer Science,Final,70,100
ST0021,Mathematics,Midterm,37,100
ST0021,Mathematics,Final,92,100
ST0021,Science,Midterm,67,100
ST0021,Science,Final,66,100
ST0021,English,Midterm,40,100
ST0021,English,Final,89,100
ST0021,Social Studies,Midterm,46,100
ST0021,Social Studies,Final,98,100
ST0021,Computer Science,Midterm,92,100
ST0021,Computer Science,Final,95,100
ST0022,Mathematics,Midterm,62,100
ST0022,Mathematics,Final,70,100
ST0022,Science,Midterm,100,100
ST0022,Science,Final,70,100
ST0022,English,Midterm,60,100
ST0022,English,Final,43,100
ST0022,Social Studies,Midterm,47,100
ST0022,Social Studies,Final,35,100
ST0022,Computer Science,Midterm,67,100
ST0022,Computer Science,Final,37,100
ST0023,Mathematics,Midterm,96,100
ST0023,Mathematics,Final,71,100
ST0023,Science,Midterm,82,100
ST0023,Science,Final,96,100
ST0023,English,Midterm,71,100
ST0023,English,Final,98,100
ST0023,Social Studies,Midterm,39,100
ST0023,Social Studies,Final,43,100
ST0023,Computer Science,Midterm,59,100
ST0023,Computer Science,Final,57,100
ST0024,Mathematics,Midterm,60,100
ST0024,Mathematics,Final,57,100
ST0024,Science,Midterm,90,100
ST0024,Science,Final,93,100
ST0024,English,Midterm,96,100
ST0024,English,Final,84,100
ST0024,Social Studies,Midterm,44,100
ST0024,Social Studies,Final,63,100
ST0024,Computer Science,Midterm,84,100
ST0024,Computer Science,Final,61,100
ST0025,Mathematics,Midterm,49,100
ST0025,Mathematics,Final,73,100
ST0025,Science,Midterm,98,100
ST0025,Science,Final,45,100
ST0025,English,Midterm,53,100
ST0025,English,Final,43,100
ST0025,Social Studies,Midterm,66,100
ST0025,Social Studies,Final,77,100
ST0025,Computer Science,Midterm,68,100
ST0025,Computer Science,Final,41,100
ST0026,Mathematics,Midterm,76,100
ST0026,Mathematics,Final,44,100
ST0026,Science,Midterm,89,100
ST0026,Science,Final,97,100
ST0026,English,Midterm,59,100
ST0026,English,Final,66,100
ST0026,Social Studies,Midterm,39,100
ST0026,Social Studies,Final,93,100
ST0026,Computer Science,Midterm,97,100
ST0026,Computer Science,Final,50,100
ST0027,Mathematics,Midterm,58,100
ST0027,Mathematics,Final,63,100
ST0027,Science,Midterm,47,100
ST0027,Science,Final,70,100
ST0027,English,Midterm,90,100
ST0027,English,Final,42,100
ST0027,Social Studies,Midterm,52,100
ST0027,Social Studies,Final,60,100
ST0027,Computer Science,Midterm,73,100
ST0027,Computer Science,Final,63,100
ST0028,Mathematics,Midterm,73,100
ST0028,Mathematics,Final,64,100
ST0028,Science,Midterm,35,100
ST0028,Science,Final,81,100
ST0028,English,Midterm,85,100
ST0028,English,Final,44,100
ST0028,Social Studies,Midterm,47,100
ST0028,Social Studies,Final,90,100
ST0028,Computer Science,Midterm,47,100
ST0028,Computer Science,Final,79,100
ST0029,Mathematics,Midterm,39,100
ST0029,Mathematics,Final,39,100
ST0029,Science,Midterm,80,100
ST0029,Science,Final,91,100
ST0029,English,Midterm,56,100
ST0029,English,Final,67,100
ST0029,Social Studies,Midterm,46,100
ST0029,Social Studies,Final,88,100
ST0029,Computer Science,Midterm,63,100
ST0029,Computer Science,Final,76,100
ST0030,Mathematics,Midterm,37,100
ST0030,Mathematics,Final,39,100
ST0030,Science,Midterm,37,100
ST0030,Science,Final,54,100
ST0030,English,Midterm,73,100
ST0030,English,Final,85,100
ST0030,Social Studies,Midterm,72,100
ST0030,Social Studies,Final,61,100
ST0030,Computer Science,Midterm,77,100
ST0030,Computer Science,Final,94,100
ST0031,Mathematics,Midterm,87,100
ST0031,Mathematics,Final,55,100
ST0031,Science,Midterm,80,100
ST0031,Science,Final,55,100
ST0031,English,Midterm,50,100
ST0031,English,Final,35,100
ST0031,Social Studies,Midterm,57,100
ST0031,Social Studies,Final,37,100
ST0031,Computer Science,Midterm,71,100
ST0031,Computer Science,Final,80,100
ST0032,Mathematics,Midterm,65,100
ST0032,Mathematics,Final,59,100
ST0032,Science,Midterm,59,100
ST0032,Science,Final,39,100
ST0032,English,Midterm,68,100
ST0032,English,Final,62,100
ST0032,Social Studies,Midterm,80,100
ST0032,Social Studies,Final,100,100
ST0032,Computer Science,Midterm,48,100
ST0032,Computer Science,Final,35,100
ST0033,Mathematics,Midterm,80,100
ST0033,Mathematics,Final,39,100
ST0033,Science,Midterm,90,100
ST0033,Science,Final,44,100
ST0033,English,Midterm,89,100
ST0033,English,Final,71,100
ST0033,Social Studies,Midterm,87,100
ST0033,Social Studies,Final,86,100
ST0033,Computer Science,Midterm,46,100
ST0033,Computer Science,Final,60,100
ST0034,Mathematics,Midterm,74,100
ST0034,Mathematics,Final,90,100
ST0034,Science,Midterm,75,100
ST0034,Science,Final,59,100
ST0034,English,Midterm,37,100
ST0034,English,Final,45,100
ST0034,Social Studies,Midterm,89,100
ST0034,Social Studies,Final,36,100
ST0034,Computer Science,Midterm,58,100
ST0034,Computer Science,Final,94,100
ST0035,Mathematics,Midterm,45,100
ST0035,Mathematics,Final,61,100
ST0035,Science,Midterm,45,100
ST0035,Science,Final,59,100
ST0035,English,Midterm,79,100
ST0035,English,Final,65,100
ST0035,Social Studies,Midterm,59,100
ST0035,Social Studies,Final,83,100
ST0035,Computer Science,Midterm,99,100
ST0035,Computer Science,Final,88,100
ST0036,Mathematics,Midterm,98,100
ST0036,Mathematics,Final,90,100
ST0036,Science,Midterm,100,100
ST0036,Science,Final,82,100
ST0036,English,Midterm,65,100
ST0036,English,Final,60,100
ST0036,Social Studies,Midterm,99,100
ST0036,Social Studies,Final,40,100
ST0036,Computer Science,Midterm,78,100
ST0036,Computer Science,Final,45,100
ST0037,Mathematics,Midterm,37,100
ST0037,Mathematics,Final,45,100
ST0037,Science,Midterm,74,100
ST0037,Science,Final,87,100
ST0037,English,Midterm,96,100
ST0037,English,Final,87,100
ST0037,Social Studies,Midterm,58,100
ST0037,Social Studies,Final,62,100
ST0037,Computer Science,Midterm,51,100
ST0037,Computer Science,Final,62,100
ST0038,Mathematics,Midterm,40,100
ST0038,Mathematics,Final,95,100
ST0038,Science,Midterm,73,100
ST0038,Science,Final,76,100
ST0038,English,Midterm,57,100
ST0038,English,Final,77,100
ST0038,Social Studies,Midterm,37,100
ST0038,Social Studies,Final,100,100
ST0038,Computer Science,Midterm,46,100
ST0038,Computer Science,Final,46,100
ST0039,Mathematics,Midterm,62,100
ST0039,Mathematics,Final,84,100
ST0039,Science,Midterm,52,100
ST0039,Science,Final,61,100
ST0039,English,Midterm,79,100
ST0039,English,Final,56,100
ST0039,Social Studies,Midterm,51,100
ST0039,Social Studies,Final,76,100
ST0039,Computer Science,Midterm,55,100
ST0039,Computer Science,Final,86,100
ST0040,Mathematics,Midterm,98,100
ST0040,Mathematics,Final,78,100
ST0040,Science,Midterm,93,100
ST0040,Science,Final,77,100
ST0040,English,Midterm,41,100
ST0040,English,Final,54,100
ST0040,Social Studies,Midterm,46,100
ST0040,Social Studies,Final,50,100
ST0040,Computer Science,Midterm,95,100
ST0040,Computer Science,Final,61,100
ST0041,Mathematics,Midterm,65,100
ST0041,Mathematics,Final,99,100
ST0041,Science,Midterm,44,100
ST0041,Science,Final,61,100
ST0041,English,Midterm,72,100
ST0041,English,Final,37,100
ST0041,Social Studies,Midterm,42,100
ST0041,Social Studies,Final,74,100
ST0041,Computer Science,Midterm,66,100
ST0041,Computer Science,Final,42,100
ST0042,Mathematics,Midterm,88,100
ST0042,Mathematics,Final,39,100
ST0042,Science,Midterm,88,100
ST0042,Science,Final,86,100
ST0042,English,Midterm,65,100
ST0042,English,Final,69,100
ST0042,Social Studies,Midterm,65,100
ST0042,Social Studies,Final,42,100
ST0042,Computer Science,Midterm,96,100
ST0042,Computer Science,Final,72,100
ST0043,Mathematics,Midterm,45,100
ST0043,Mathematics,Final,77,100
ST0043,Science,Midterm,94,100
ST0043,Science,Final,75,100
ST0043,English,Midterm,49,100
ST0043,English,Final,76,100
ST0043,Social Studies,Midterm,43,100
ST0043,Social Studies,Final,37,100
ST0043,Computer Science,Midterm,83,100
ST0043,Computer Science,Final,40,100
ST0044,Mathematics,Midterm,36,100
ST0044,Mathematics,Final,50,100
ST0044,Science,Midterm,67,100
ST0044,Science,Final,90,100
ST0044,English,Midterm,99,100
ST0044,English,Final,75,100
ST0044,Social Studies,Midterm,78,100
ST0044,Social Studies,Final,43,100
ST0044,Computer Science,Midterm,54,100
ST0044,Computer Science,Final,97,100
ST0045,Mathematics,Midterm,67,100
ST0045,Mathematics,Final,61,100
ST0045,Science,Midterm,79,100
ST0045,Science,Final,54,100
ST0045,English,Midterm,67,100
ST0045,English,Final,36,100
ST0045,Social Studies,Midterm,50,100
ST0045,Social Studies,Final,58,100
ST0045,Computer Science,Midterm,35,100
ST0045,Computer Science,Final,76,100
ST0046,Mathematics,Midterm,65,100
ST0046,Mathematics,Final,76,100
ST0046,Science,Midterm,89,100
ST0046,Science,Final,50,100
ST0046,English,Midterm,63,100
ST0046,English,Final,55,100
ST0046,Social Studies,Midterm,74,100
ST0046,Social Studies,Final,79,100
ST0046,Computer Science,Midterm,51,100
ST0046,Computer Science,Final,72,100
ST0047,Mathematics,Midterm,70,100
ST0047,Mathematics,Final,59,100
ST0047,Science,Midterm,79,100
ST0047,Science,Final,66,100
ST0047,English,Midterm,87,100
ST0047,English,Final,80,100
ST0047,Social Studies,Midterm,58,100
ST0047,Social Studies,Final,91,100
ST0047,Computer Science,Midterm,42,100
ST0047,Computer Science,Final,39,100
ST0048,Mathematics,Midterm,86,100
ST0048,Mathematics,Final,46,100
ST0048,Science,Midterm,76,100
ST0048,Science,Final,53,100
ST0048,English,Midterm,50,100
ST0048,English,Final,91,100
ST0048,Social Studies,Midterm,51,100
ST0048,Social Studies,Final,59,100
ST0048,Computer Science,Midterm,54,100
ST0048,Computer Science,Final,73,100
ST0049,Mathematics,Midterm,74,100
ST0049,Mathematics,Final,47,100
ST0049,Science,Midterm,37,100
ST0049,Science,Final,100,100
ST0049,English,Midterm,95,100
ST0049,English,Final,65,100
ST0049,Social Studies,Midterm,48,100
ST0049,Social Studies,Final,56,100
ST0049,Computer Science,Midterm,47,100
ST0049,Computer Science,Final,65,100
ST0050,Mathematics,Midterm,77,100
ST0050,Mathematics,Final,85,100
ST0050,Science,Midterm,59,100
ST0050,Science,Final,42,100
ST0050,English,Midterm,81,100
ST0050,English,Final,60,100
ST0050,Social Studies,Midterm,67,100
ST0050,Social Studies,Final,44,100
ST0050,Computer Science,Midterm,62,100
ST0050,Computer Science,Final,36,100
ST0051,Mathematics,Midterm,63,100
ST0051,Mathematics,Final,78,100
ST0051,Science,Midterm,64,100
ST0051,Science,Final,41,100
ST0051,English,Midterm,56,100
ST0051,English,Final,94,100
ST0051,Social Studies,Midterm,36,100
ST0051,Social Studies,Final,46,100
ST0051,Computer Science,Midterm,49,100
ST0051,Computer Science,Final,84,100
ST0052,Mathematics,Midterm,36,100
ST0052,Mathematics,Final,54,100
ST0052,Science,Midterm,80,100
ST0052,Science,Final,100,100
ST0052,English,Midterm,36,100
ST0052,English,Final,85,100
ST0052,Social Studies,Midterm,59,100
ST0052,Social Studies,Final,39,100
ST0052,Computer Science,Midterm,90,100
ST0052,Computer Science,Final,93,100
ST0053,Mathematics,Midterm,66,100
ST0053,Mathematics,Final,100,100
ST0053,Science,Midterm,56,100
ST0053,Science,Final,79,100
ST0053,English,Midterm,62,100
ST0053,English,Final,53,100
ST0053,Social Studies,Midterm,51,100
ST0053,Social Studies,Final,78,100
ST0053,Computer Science,Midterm,87,100
ST0053,Computer Science,Final,45,100
ST0054,Mathematics,Midterm,98,100
ST0054,Mathematics,Final,71,100
ST0054,Science,Midterm,96,100
ST0054,Science,Final,77,100
ST0054,English,Midterm,99,100
ST0054,English,Final,43,100
ST0054,Social Studies,Midterm,65,100
ST0054,Social Studies,Final,92,100
ST0054,Computer Science,Midterm,83,100
ST0054,Computer Science,Final,67,100
ST0055,Mathematics,Midterm,84,100
ST0055,Mathematics,Final,89,100
ST0055,Science,Midterm,93,100
ST0055,Science,Final,71,100
ST0055,English,Midterm,90,100
ST0055,English,Final,78,100
ST0055,Social Studies,Midterm,82,100
ST0055,Social Studies,Final,44,100
ST0055,Computer Science,Midterm,59,100
ST0055,Computer Science,Final,90,100
ST0056,Mathematics,Midterm,37,100
ST0056,Mathematics,Final,76,100
ST0056,Science,Midterm,69,100
ST0056,Science,Final,43,100
ST0056,English,Midterm,65,100
ST0056,English,Final,64,100
ST0056,Social Studies,Midterm,90,100
ST0056,Social Studies,Final,48,100
ST0056,Computer Science,Midterm,93,100
ST0056,Computer Science,Final,41,100
ST0057,Mathematics,Midterm,62,100
ST0057,Mathematics,Final,72,100
ST0057,Science,Midterm,94,100
ST0057,Science,Final,46,100
ST0057,English,Midterm,61,100
ST0057,English,Final,41,100
ST0057,Social Studies,Midterm,77,100
ST0057,Social Studies,Final,100,100
ST0057,Computer Science,Midterm,82,100
ST0057,Computer Science,Final,60,100
ST0058,Mathematics,Midterm,85,100
ST0058,Mathematics,Final,96,100
ST0058,Science,Midterm,92,100
ST0058,Science,Final,70,100
ST0058,English,Midterm,44,100
ST0058,English,Final,51,100
ST0058,Social Studies,Midterm,68,100
ST0058,Social Studies,Final,74,100
ST0058,Computer Science,Midterm,35,100
ST0058,Computer Science,Final,59,100
ST0059,Mathematics,Midterm,100,100
ST0059,Mathematics,Final,55,100
ST0059,Science,Midterm,81,100
ST0059,Science,Final,38,100
ST0059,English,Midterm,83,100
ST0059,English,Final,87,100
ST0059,Social Studies,Midterm,88,100
ST0059,Social Studies,Final,43,100
ST0059,Computer Science,Midterm,90,100
ST0059,Computer Science,Final,92,100
ST0060,Mathematics,Midterm,40,100
ST0060,Mathematics,Final,74,100
ST0060,Science,Midterm,91,100
ST0060,Science,Final,99,100
ST0060,English,Midterm,75,100
ST0060,English,Final,93,100
ST0060,Social Studies,Midterm,58,100
ST0060,Social Studies,Final,98,100
ST0060,Computer Science,Midterm,48,100
ST0060,Computer Science,Final,68,100
ST0061,Mathematics,Midterm,93,100
ST0061,Mathematics,Final,35,100
ST0061,Science,Midterm,74,100
ST0061,Science,Final,57,100
ST0061,English,Midterm,84,100
ST0061,English,Final,81,100
ST0061,Social Studies,Midterm,44,100
ST0061,Social Studies,Final,41,100
ST0061,Computer Science,Midterm,72,100
ST0061,Computer Science,Final,52,100
ST0062,Mathematics,Midterm,53,100
ST0062,Mathematics,Final,90,100
ST0062,Science,Midterm,77,100
ST0062,Science,Final,64,100
ST0062,English,Midterm,86,100
ST0062,English,Final,69,100
ST0062,Social Studies,Midterm,98,100
ST0062,Social Studies,Final,57,100
ST0062,Computer Science,Midterm,85,100
ST0062,Computer Science,Final,43,100
ST0063,Mathematics,Midterm,57,100
ST0063,Mathematics,Final,59,100
ST0063,Science,Midterm,79,100
ST0063,Science,Final,78,100
ST0063,English,Midterm,36,100
ST0063,English,Final,41,100
ST0063,Social Studies,Midterm,70,100
ST0063,Social Studies,Final,98,100
ST0063,Computer Science,Midterm,57,100
ST0063,Computer Science,Final,96,100
ST0064,Mathematics,Midterm,84,100
ST0064,Mathematics,Final,98,100
ST0064,Science,Midterm,98,100
ST0064,Science,Final,92,100
ST0064,English,Midterm,69,100
ST0064,English,Final,68,100
ST0064,Social Studies,Midterm,45,100
ST0064,Social Studies,Final,36,100
ST0064,Computer Science,Midterm,81,100
ST0064,Computer Science,Final,63,100
ST0065,Mathematics,Midterm,65,100
ST0065,Mathematics,Final,63,100
ST0065,Science,Midterm,50,100
ST0065,Science,Final,74,100
ST0065,English,Midterm,44,100
ST0065,English,Final,73,100
ST0065,Social Studies,Midterm,80,100
ST0065,Social Studies,Final,58,100
ST0065,Computer Science,Midterm,92,100
ST0065,Computer Science,Final,81,100
ST0066,Mathematics,Midterm,41,100
ST0066,Mathematics,Final,66,100
ST0066,Science,Midterm,96,100
ST0066,Science,Final,86,100
ST0066,English,Midterm,41,100
ST0066,English,Final,72,100
ST0066,Social Studies,Midterm,51,100
ST0066,Social Studies,Final,86,100
ST0066,Computer Science,Midterm,81,100
ST0066,Computer Science,Final,55,100
ST0067,Mathematics,Midterm,50,100
ST0067,Mathematics,Final,65,100
ST0067,Science,Midterm,94,100
ST0067,Science,Final,47,100
ST0067,English,Midterm,43,100
ST0067,English,Final,94,100
ST0067,Social Studies,Midterm,73,100
ST0067,Social Studies,Final,86,100
ST0067,Computer Science,Midterm,79,100
ST0067,Computer Science,Final,75,100
ST0068,Mathematics,Midterm,78,100
ST0068,Mathematics,Final,73,100
ST0068,Science,Midterm,51,100
ST0068,Science,Final,43,100
ST0068,English,Midterm,55,100
ST0068,English,Final,43,100
ST0068,Social Studies,Midterm,60,100
ST0068,Social Studies,Final,93,100
ST0068,Computer Science,Midterm,94,100
ST0068,Computer Science,Final,61,100
ST0069,Mathematics,Midterm,41,100
ST0069,Mathematics,Final,55,100
ST0069,Science,Midterm,77,100
ST0069,Science,Final,94,100
ST0069,English,Midterm,72,100
ST0069,English,Final,88,100
ST0069,Social Studies,Midterm,89,100
ST0069,Social Studies,Final,71,100
ST0069,Computer Science,Midterm,35,100
ST0069,Computer Science,Final,84,100
ST0070,Mathematics,Midterm,54,100
ST0070,Mathematics,Final,64,100
ST0070,Science,Midterm,99,100
ST0070,Science,Final,79,100
ST0070,English,Midterm,46,100
ST0070,English,Final,50,100
ST0070,Social Studies,Midterm,91,100
ST0070,Social Studies,Final,76,100
ST0070,Computer Science,Midterm,83,100
ST0070,Computer Science,Final,77,100
ST0071,Mathematics,Midterm,89,100
ST0071,Mathematics,Final,96,100
ST0071,Science,Midterm,78,100
ST0071,Science,Final,97,100
ST0071,English,Midterm,41,100
ST0071,English,Final,94,100
ST0071,Social Studies,Midterm,67,100
ST0071,Social Studies,Final,64,100
ST0071,Computer Science,Midterm,43,100
ST0071,Computer Science,Final,42,100
ST0072,Mathematics,Midterm,94,100
ST0072,Mathematics,Final,76,100
ST0072,Science,Midterm,48,100
ST0072,Science,Final,91,100
ST0072,English,Midterm,52,100
ST0072,English,Final,70,100
ST0072,Social Studies,Midterm,96,100
ST0072,Social Studies,Final,43,100
ST0072,Computer Science,Midterm,39,100
ST0072,Computer Science,Final,98,100
ST0073,Mathematics,Midterm,91,100
ST0073,Mathematics,Final,69,100
ST0073,Science,Midterm,97,100
ST0073,Science,Final,59,100
ST0073,English,Midterm,98,100
ST0073,English,Final,93,100
ST0073,Social Studies,Midterm,71,100
ST0073,Social Studies,Final,69,100
ST0073,Computer Science,Midterm,65,100
ST0073,Computer Science,Final,50,100
ST0074,Mathematics,Midterm,88,100
ST0074,Mathematics,Final,36,100
ST0074,Science,Midterm,97,100
ST0074,Science,Final,39,100
ST0074,English,Midterm,40,100
ST0074,English,Final,95,100
ST0074,Social Studies,Midterm,76,100
ST0074,Social Studies,Final,36,100
ST0074,Computer Science,Midterm,59,100
ST0074,Computer Science,Final,95,100
ST0075,Mathematics,Midterm,66,100
ST0075,Mathematics,Final,62,100
ST0075,Science,Midterm,71,100
ST0075,Science,Final,96,100
ST0075,English,Midterm,78,100
ST0075,English,Final,86,100
ST0075,Social Studies,Midterm,98,100
ST0075,Social Studies,Final,44,100
ST0075,Computer Science,Midterm,47,100
ST0075,Computer Science,Final,99,100
ST0076,Mathematics,Midterm,52,100
ST0076,Mathematics,Final,86,100
ST0076,Science,Midterm,82,100
ST0076,Science,Final,73,100
ST0076,English,Midterm,38,100
ST0076,English,Final,40,100
ST0076,Social Studies,Midterm,48,100
ST0076,Social Studies,Final,47,100
ST0076,Computer Science,Midterm,58,100
ST0076,Computer Science,Final,37,100
ST0077,Mathematics,Midterm,92,100
ST0077,Mathematics,Final,36,100
ST0077,Science,Midterm,50,100
ST0077,Science,Final,65,100
ST0077,English,Midterm,48,100
ST0077,English,Final,51,100
ST0077,Social Studies,Midterm,97,100
ST0077,Social Studies,Final,35,100
ST0077,Computer Science,Midterm,83,100
ST0077,Computer Science,Final,98,100
ST0078,Mathematics,Midterm,63,100
ST0078,Mathematics,Final,43,100
ST0078,Science,Midterm,91,100
ST0078,Science,Final,35,100
ST0078,English,Midterm,67,100
ST0078,English,Final,100,100
ST0078,Social Studies,Midterm,45,100
ST0078,Social Studies,Final,40,100
ST0078,Computer Science,Midterm,68,100
ST0078,Computer Science,Final,79,100
ST0079,Mathematics,Midterm,68,100
ST0079,Mathematics,Final,81,100
ST0079,Science,Midterm,47,100
ST0079,Science,Final,98,100
ST0079,English,Midterm,69,100
ST0079,English,Final,62,100
ST0079,Social Studies,Midterm,78,100
ST0079,Social Studies,Final,47,100
ST0079,Computer Science,Midterm,91,100
ST0079,Computer Science,Final,71,100
ST0080,Mathematics,Midterm,64,100
ST0080,Mathematics,Final,77,100
ST0080,Science,Midterm,49,100
